SA1_internal_2021	MotorVehicles.min	occupied_private_dwellings
516		3
516	0	10
516	1	37
516	2	43
516	3	10
516	4	3
517	0	3
517	1	51
517	2	34
517	3	20
517	4	4
518		3
518	0	5
518	1	41
518	2	65
518	3	26
518	4	14
519	0	19
519	1	30
519	2	25
519	4	5
520		4
520	0	13
520	1	79
520	2	55
520	3	15
520	4	17
522	1	90
522	2	139
522	3	35
522	4	25
524	1	26
524	2	34
524	3	10
525	1	47
525	2	48
525	3	22
525	4	14
526	0	3
526	1	41
526	2	27
526	3	12
526	4	3
527		6
527	0	4
527	1	91
527	2	107
527	3	45
527	4	28
528	1	31
528	2	56
528	3	33
528	4	26
529		3
529	0	3
529	1	36
529	2	52
529	3	36
529	4	15
530	1	36
530	2	102
530	3	53
530	4	46
531	1	17
531	2	56
531	3	34
531	4	32
532		7
532	1	45
532	2	65
532	3	42
532	4	38
533	1	11
533	2	50
533	3	35
533	4	19
534	0	12
534	1	47
534	2	52
534	3	15
534	4	7
535		6
535	0	7
535	1	25
535	2	27
535	3	16
535	4	10
536		5
536	0	3
536	1	73
536	2	72
536	3	19
536	4	13
537		5
537	0	7
537	1	58
537	2	46
537	3	17
537	4	9
538		3
538	1	32
538	2	71
538	3	34
538	4	21
539	1	25
539	2	51
539	3	33
539	4	25
540	1	14
540	2	53
540	3	24
540	4	22
541		3
541	1	24
541	2	73
541	3	55
541	4	36
542	1	24
542	2	65
542	3	35
542	4	30
543	1	30
543	2	50
543	3	27
543	4	20
544		3
544	1	14
544	2	41
544	3	23
544	4	19
545		4
545	0	3
545	1	36
545	2	76
545	3	35
545	4	36
546		3
546	0	4
546	1	41
546	2	90
546	3	39
546	4	49
547		4
547	1	16
547	2	47
547	3	26
547	4	12
548		5
548	1	33
548	2	76
548	3	28
548	4	28
549		4
549	0	20
549	1	72
549	2	59
549	3	22
549	4	7
550		5
550	1	12
550	2	31
550	3	22
550	4	25
551	0	4
551	1	20
551	2	48
551	3	21
551	4	17
552	1	15
552	2	40
552	3	26
552	4	24
553		8
553	1	22
553	2	41
553	3	38
553	4	14
554		3
554	1	19
554	2	54
554	3	52
554	4	34
555	0	3
555	1	43
555	2	39
555	3	17
555	4	8
556	0	4
556	1	85
556	2	91
556	3	39
556	4	20
557	1	22
557	2	26
557	3	23
557	4	28
558		3
558	1	17
558	2	41
558	3	30
558	4	36
559	1	19
559	2	41
559	3	26
559	4	12
560	1	19
560	2	41
560	3	9
560	4	15
561		6
561	0	7
561	1	94
561	2	118
561	3	37
561	4	13
562		11
562	0	19
562	1	106
562	2	61
562	3	14
562	4	8
563		5
563	0	30
563	1	91
563	2	66
563	3	16
563	4	18
564		3
564	0	8
564	1	46
564	2	36
564	3	5
565	0	11
565	1	67
565	2	63
565	3	23
565	4	14
566		3
566	0	4
566	1	49
566	2	75
566	3	33
566	4	26
567		4
567	0	18
567	1	96
567	2	83
567	3	35
567	4	14
568	0	3
568	1	19
568	2	36
568	3	21
568	4	20
569	1	45
569	2	56
569	3	33
569	4	17
570	0	6
570	1	74
570	2	92
570	3	31
570	4	19
571	0	10
571	1	65
571	2	64
571	3	33
571	4	15
572	0	4
572	1	40
572	2	61
572	3	18
572	4	11
573		4
573	1	25
573	2	71
573	3	45
573	4	32
575	1	5
575	2	16
575	3	15
575	4	15
576	1	18
576	2	30
576	3	9
577	1	25
577	2	38
577	3	19
577	4	18
578	1	26
578	2	17
578	3	13
578	4	8
579	1	25
579	2	30
579	3	18
579	4	22
580	1	28
580	2	56
580	3	27
580	4	15
581	1	10
581	2	25
581	3	20
581	4	18
582	1	15
582	2	31
582	3	27
582	4	14
583		4
583	1	8
583	2	51
583	3	25
583	4	33
584	1	15
584	2	21
584	3	29
584	4	35
585	0	3
585	1	18
585	2	57
585	3	34
585	4	39
586	1	9
586	2	47
586	3	23
586	4	22
587		5
587	1	22
587	2	39
587	3	22
587	4	14
588		3
588	0	3
588	1	32
588	2	73
588	3	38
588	4	21
590		4
590	1	15
590	2	46
590	3	31
590	4	33
591	1	29
591	2	85
591	3	54
591	4	46
592	1	53
592	2	43
592	3	12
592	4	11
593		6
593	1	39
593	2	49
593	3	25
593	4	8
594	1	14
594	2	49
594	3	24
594	4	22
595	1	28
595	2	69
595	3	38
595	4	26
596	1	20
596	2	47
596	3	17
596	4	13
597	1	8
597	2	31
597	3	28
597	4	30
598	1	6
598	2	37
598	3	23
598	4	18
599		3
599	1	34
599	2	66
599	3	25
599	4	22
600	1	11
600	2	19
600	3	6
600	4	11
601		3
601	1	11
601	2	53
601	3	26
601	4	24
602	1	5
602	2	24
602	3	24
602	4	23
603	1	17
603	2	42
603	3	21
603	4	19
604		4
604	1	8
604	2	43
604	3	29
604	4	22
605	1	15
605	2	36
605	3	27
605	4	30
606	1	8
606	2	16
606	3	23
606	4	15
607	0	3
607	1	14
607	2	46
607	3	13
607	4	13
608	1	23
608	2	52
608	3	16
608	4	13
609	0	4
609	1	19
609	2	70
609	3	44
609	4	26
610		6
610	1	32
610	2	87
610	3	55
610	4	47
611	1	18
611	2	57
611	3	29
611	4	31
612	1	9
612	2	59
612	3	11
612	4	5
613	1	21
613	2	49
613	3	38
613	4	31
614		3
614	0	23
614	1	104
614	2	75
614	3	23
614	4	11
615		6
615	0	16
615	1	68
615	2	44
615	3	13
615	4	4
616	0	3
616	1	78
616	2	62
616	3	21
616	4	8
617		3
617	0	15
617	1	46
617	2	33
617	3	5
617	4	4
618		6
618	0	19
618	1	73
618	2	48
618	3	18
618	4	9
619	1	79
619	2	84
619	3	25
619	4	9
620		3
620	0	16
620	1	51
620	2	17
621		10
621	0	21
621	1	93
621	2	59
621	3	14
621	4	6
622		4
622	1	27
622	2	51
622	3	26
622	4	18
623	1	17
623	2	39
623	3	11
623	4	7
624		5
624	0	14
624	1	58
624	2	23
624	3	6
625		5
625	0	20
625	1	55
625	2	35
625	3	13
625	4	7
626		8
626	0	22
626	1	105
626	2	55
626	3	12
627		8
627	0	13
627	1	61
627	2	53
627	3	22
627	4	5
628		5
628	0	3
628	1	68
628	2	67
628	3	24
628	4	4
629	0	16
629	1	80
629	2	99
629	3	35
629	4	17
630	1	12
630	2	27
630	3	23
630	4	10
631		10
631	0	42
631	1	74
631	2	41
631	3	8
631	4	5
632		4
632	0	18
632	1	72
632	2	34
632	3	6
632	4	3
633	0	6
633	1	28
634		6
634	1	24
634	2	58
634	3	34
634	4	20
635	1	40
635	2	79
635	3	46
635	4	30
636	1	24
636	2	37
636	3	14
636	4	16
637		5
637	0	5
637	1	42
637	2	43
637	3	5
637	4	3
638		5
638	0	6
638	1	26
638	2	68
638	3	31
638	4	27
639		3
639	1	22
639	2	54
639	3	34
639	4	23
640	0	15
640	1	44
640	2	28
640	3	8
641		3
641	0	3
641	1	35
641	2	58
641	3	28
641	4	24
642		5
642	1	17
642	2	27
642	3	17
642	4	10
643	1	27
643	2	40
643	3	30
643	4	9
644		3
644	1	11
644	2	28
644	3	9
644	4	6
645		4
645	1	31
645	2	40
645	3	29
645	4	15
646		6
646	1	36
646	2	33
646	3	24
646	4	18
647		4
647	1	38
647	2	54
647	3	35
647	4	32
648	0	10
648	1	37
648	2	49
648	3	15
648	4	18
649		4
649	1	20
649	2	31
649	3	24
649	4	18
650	0	3
650	1	45
650	2	60
650	3	26
650	4	21
651		4
651	0	3
651	1	49
651	2	59
651	3	20
651	4	13
652	0	9
652	1	77
652	2	51
652	3	22
652	4	6
653		8
653	1	25
653	2	59
653	3	38
653	4	34
654		6
654	1	32
654	2	54
654	3	29
654	4	21
655		5
655	0	4
655	1	51
655	2	45
655	3	16
655	4	10
656		6
656	1	17
656	2	51
656	3	27
656	4	21
657		8
657	0	5
657	1	59
657	2	59
657	3	14
657	4	16
658		3
658	0	12
658	1	52
658	2	38
658	3	13
658	4	4
659		3
659	0	13
659	1	82
659	2	103
659	3	29
659	4	16
660		9
660	1	26
660	2	58
660	3	31
660	4	27
661	1	48
661	2	68
661	3	30
661	4	14
662	1	19
662	2	37
662	3	21
662	4	18
663		7
663	0	11
663	1	61
663	2	53
663	3	17
663	4	15
664	1	6
664	2	12
665		6
665	0	19
665	1	83
665	2	53
665	3	13
665	4	12
667	0	4
667	1	44
667	2	92
667	3	42
667	4	20
668	0	4
668	1	80
668	2	105
668	3	37
668	4	13
669		3
669	0	3
669	1	22
669	2	39
669	3	16
669	4	11
670	1	28
670	2	57
670	3	16
670	4	8
671	1	32
671	2	58
671	3	26
671	4	10
672	1	57
672	2	87
672	3	22
672	4	19
673	1	26
673	2	67
673	3	20
673	4	11
674	0	4
674	1	40
674	2	98
674	3	27
674	4	28
675		3
675	0	4
675	1	37
675	2	86
675	3	21
675	4	13
676	1	32
676	2	68
676	3	32
676	4	9
677	0	3
677	1	35
677	2	80
677	3	21
677	4	11
678	1	56
678	2	45
678	3	25
678	4	13
679		6
679	0	5
679	1	56
679	2	72
679	3	25
679	4	12
680	0	6
680	1	38
680	2	47
680	3	24
680	4	11
681	1	29
681	2	53
681	3	17
681	4	4
682	1	28
682	2	66
682	3	25
682	4	16
683		5
683	0	5
683	1	30
683	2	65
683	3	30
683	4	13
684	1	26
684	2	62
684	3	16
684	4	11
685	1	42
685	2	61
685	3	19
685	4	6
686	0	9
686	1	42
686	2	78
686	3	27
686	4	15
687	0	8
687	1	52
687	2	72
687	3	26
687	4	21
688	1	32
688	2	66
688	3	18
688	4	16
689	0	3
689	1	38
689	2	48
689	3	9
689	4	6
690	0	5
690	1	40
690	2	54
690	3	13
690	4	12
691		6
691	0	4
691	1	49
691	2	73
691	3	20
691	4	9
692	0	3
692	1	51
692	2	77
692	3	19
692	4	7
693		3
693	0	14
693	1	61
693	2	54
693	3	21
693	4	38
694	1	82
694	2	95
694	3	22
694	4	8
695		3
695	1	50
695	2	92
695	3	23
695	4	9
696	1	16
696	2	54
696	3	26
696	4	17
697	1	15
697	2	44
697	3	22
697	4	20
698		3
698	1	33
698	2	84
698	3	32
698	4	12
699	0	3
699	1	45
699	2	53
699	3	20
699	4	7
700	1	36
700	2	40
700	3	13
700	4	11
701		3
701	1	39
701	2	71
701	3	23
701	4	8
702		4
702	0	14
702	1	100
702	2	49
702	3	4
702	4	12
705	1	37
705	2	70
705	3	27
705	4	25
706	1	32
706	2	51
706	3	32
706	4	16
707	1	26
707	2	75
707	3	35
707	4	17
708	0	12
708	1	68
708	2	86
708	3	21
708	4	21
709	1	29
709	2	63
709	3	21
709	4	8
710		7
710	0	5
710	1	75
710	2	105
710	3	30
710	4	7
711		4
711	0	46
711	1	247
711	2	77
711	3	14
711	4	14
712		7
712	1	31
712	2	55
712	3	57
712	4	49
713	0	9
713	1	26
713	2	28
713	3	12
713	4	14
714	1	12
714	2	27
714	3	21
714	4	23
715	1	9
715	2	24
715	3	15
715	4	30
716	1	16
716	2	38
716	3	20
716	4	29
717		3
717	1	32
717	2	38
717	3	22
717	4	25
718	0	4
718	1	10
718	2	25
718	3	12
718	4	15
719	1	32
719	2	31
719	3	22
719	4	32
720		6
720	0	18
720	1	79
720	2	58
720	3	24
720	4	22
721		5
721	0	6
721	1	97
721	2	85
721	3	35
721	4	21
722	0	4
722	1	46
722	2	82
722	3	33
722	4	9
723	1	5
724		7
724	1	23
724	2	42
724	3	31
724	4	33
725	0	4
725	1	38
725	2	52
725	3	15
725	4	6
726		4
726	0	8
726	1	94
726	2	21
726	3	4
726	4	10
727		13
727	0	53
727	1	217
727	2	23
728		8
728	0	76
728	1	174
728	2	30
728	3	8
729		4
729	0	8
729	1	73
729	2	60
729	3	28
729	4	4
730	0	9
730	1	42
730	2	35
730	3	17
730	4	6
731	2	5
731	4	5
732	1	15
732	2	39
732	3	20
732	4	6
733	1	19
733	2	35
733	3	16
733	4	10
734	0	4
734	1	81
734	2	64
734	3	22
734	4	7
735		3
735	0	11
735	1	49
735	2	50
735	3	19
735	4	9
736	1	4
736	2	26
736	3	12
736	4	14
737	1	13
737	2	70
737	3	30
737	4	28
738	1	25
738	2	59
738	3	30
738	4	36
739	1	19
739	2	71
739	3	36
739	4	38
740		5
740	1	36
740	2	63
740	3	29
740	4	19
741	0	3
741	1	40
741	2	62
741	3	20
741	4	8
742	1	13
742	2	42
742	3	29
742	4	27
743	0	4
743	1	28
743	2	54
743	3	26
743	4	22
744	0	4
744	1	41
744	2	69
744	3	23
744	4	9
745	0	4
745	1	37
745	2	42
745	3	13
745	4	11
746		4
746	0	8
746	1	48
746	2	66
746	3	21
746	4	11
747	0	19
747	1	86
747	2	39
747	3	20
747	4	3
748	0	3
748	1	42
748	2	64
748	3	16
748	4	7
749	1	50
749	2	37
749	3	12
750		6
750	0	59
750	1	228
750	2	34
750	3	3
751	1	19
751	2	42
751	3	29
751	4	28
752	0	4
752	1	16
752	2	10
752	3	14
752	4	13
753		5
753	1	43
753	2	99
753	3	32
753	4	12
754	0	3
754	1	28
754	2	45
754	3	16
754	4	10
755		50
755	0	89
755	1	247
755	2	32
755	3	5
756	3	3
757	0	5
757	1	45
757	2	70
757	3	20
757	4	12
758	0	5
758	1	66
758	2	60
758	3	27
758	4	13
759	0	10
759	1	48
759	2	66
759	3	24
759	4	10
760	0	8
760	1	48
760	2	58
760	3	17
760	4	3
761		3
761	0	25
761	1	32
761	2	19
761	3	9
761	4	6
762	0	6
762	1	99
762	2	83
762	3	17
762	4	9
763		3
763	0	3
763	1	46
763	2	57
763	3	18
763	4	8
764		5
764	0	30
764	1	61
764	2	59
764	3	23
764	4	3
765	0	3
765	1	57
765	2	123
765	3	42
765	4	27
766		3
766	0	54
766	1	199
766	2	107
766	3	13
766	4	8
767	0	26
767	1	67
767	2	28
767	3	3
768	0	3
768	1	10
768	2	7
768	3	3
769		4
769	0	31
769	1	119
769	2	67
769	3	6
770		4
770	0	38
770	1	185
770	2	95
770	3	12
771	0	18
771	1	45
771	2	27
771	3	10
772	0	11
772	1	76
772	2	86
772	3	22
772	4	13
773	0	4
773	1	67
773	2	75
773	3	27
773	4	11
774	1	14
774	2	14
774	3	4
774	4	3
775	0	11
775	1	83
775	2	96
775	3	36
775	4	9
776	0	4
776	1	27
776	2	35
776	3	8
777	0	3
777	1	38
777	2	47
777	3	18
777	4	10
778	1	19
778	2	39
778	3	8
778	4	5
779	0	4
779	1	60
779	2	79
779	3	19
779	4	8
780	1	97
780	2	46
780	3	8
781		3
781	0	16
781	1	122
781	2	52
781	3	13
782		6
782	0	9
782	1	82
782	2	43
782	3	6
783	1	3
784		7
784	0	52
784	1	263
784	2	59
784	3	11
785	1	30
785	2	38
785	3	9
785	4	11
786	0	12
786	1	96
786	2	25
786	3	3
787		9
787	0	58
787	1	115
787	2	54
787	3	9
787	4	3
788	0	85
788	1	203
788	2	89
788	3	14
788	4	10
789		9
789	0	39
789	1	110
789	2	51
789	3	9
789	4	3
790		3
790	0	38
790	1	131
790	2	70
790	3	12
790	4	3
791		6
791	0	19
791	1	108
791	2	73
791	3	17
791	4	9
792		5
792	0	12
792	1	72
792	2	80
792	3	19
792	4	8
793	0	6
793	1	30
793	2	46
793	3	21
793	4	6
794	0	8
794	1	105
794	2	108
794	3	42
794	4	15
795		3
795	0	36
795	1	91
795	2	44
795	3	11
795	4	3
796		4
796	0	73
796	1	125
796	2	32
797		7
797	0	54
797	1	250
797	2	116
797	3	13
797	4	7
798	0	3
798	1	29
798	2	60
798	3	25
798	4	6
799		4
799	0	18
799	1	123
799	2	91
799	3	22
799	4	13
800		4
800	0	47
800	1	98
800	2	53
800	3	8
801		5
801	0	22
801	1	168
801	2	73
801	3	7
801	4	3
802		11
802	0	67
802	1	180
802	2	74
802	3	3
803	0	7
803	1	77
803	2	84
803	3	26
803	4	10
804		14
804	0	73
804	1	139
804	2	52
804	3	14
804	4	7
805		4
805	0	64
805	1	152
805	2	32
805	3	6
806	1	28
806	2	45
806	3	29
806	4	17
807	1	21
807	2	77
807	3	34
807	4	21
808		4
808	0	34
808	1	113
808	2	37
809	0	5
809	1	20
809	2	33
809	3	13
809	4	7
810	0	7
810	1	51
810	2	82
810	3	23
810	4	14
811	1	52
811	2	49
811	3	21
811	4	12
812	0	3
812	1	28
812	2	53
812	3	24
812	4	12
813	1	29
813	2	46
813	3	21
813	4	8
814	0	3
814	1	24
814	2	41
814	3	19
814	4	7
815	1	25
815	2	29
815	3	10
815	4	3
816	0	4
816	1	30
816	2	68
816	3	25
816	4	6
817	1	3
818	1	24
818	2	53
818	3	16
818	4	11
819		4
819	0	4
819	1	35
819	2	52
819	3	19
819	4	20
820	1	23
820	2	45
820	3	15
820	4	14
821	0	4
821	1	33
821	2	39
821	3	20
821	4	14
822		6
822	0	7
822	1	27
822	2	53
822	3	22
822	4	13
823		4
823	0	5
823	1	57
823	2	104
823	3	38
823	4	44
825	0	3
825	1	58
825	2	71
825	3	35
825	4	15
826	0	4
826	1	22
826	2	22
826	3	13
826	4	5
827	0	3
827	1	33
827	2	60
827	3	23
827	4	17
829		4
829	0	3
829	1	48
829	2	62
829	3	8
829	4	13
830	0	7
830	1	56
830	2	48
830	3	16
830	4	12
831		3
831	0	14
831	1	91
831	2	74
831	3	29
831	4	20
832	0	3
832	1	42
832	2	39
832	3	9
832	4	11
833	1	49
833	2	54
833	3	22
833	4	5
834	1	22
834	2	19
834	3	6
834	4	8
835	0	4
835	1	33
835	2	31
835	3	24
835	4	27
836	0	5
836	1	33
836	2	53
836	3	17
836	4	3
837	0	5
837	1	54
837	2	76
837	3	17
837	4	3
838	0	5
838	1	35
838	2	82
838	3	25
838	4	15
839		5
839	0	8
839	1	51
839	2	72
839	3	31
839	4	15
840	0	3
840	1	34
840	2	65
840	3	21
840	4	13
841		4
841	0	30
841	1	117
841	2	45
841	3	14
841	4	3
842		5
842	0	32
842	1	85
842	2	18
842	4	3
843		3
843	0	26
843	1	89
843	2	55
843	3	19
843	4	9
844	0	30
844	1	80
844	2	49
844	3	15
844	4	5
845		3
845	0	68
845	1	270
845	2	27
845	4	5
846	0	3
846	1	26
846	2	60
846	3	18
846	4	8
847	1	13
847	2	31
847	3	32
847	4	20
848	0	4
848	1	77
848	2	118
848	3	37
848	4	24
849		3
849	0	14
849	1	52
849	2	46
849	3	10
849	4	7
850		5
850	0	6
850	1	53
850	2	86
850	3	26
850	4	8
851	0	11
851	1	39
851	2	77
851	3	23
851	4	13
852		3
852	1	40
852	2	55
852	3	28
852	4	23
853		5
853	0	5
853	1	56
853	2	84
853	3	31
853	4	18
854	0	10
854	1	46
854	2	51
854	3	15
854	4	3
855	0	3
855	1	33
855	2	80
855	3	42
855	4	20
856	1	49
856	2	55
856	3	23
856	4	11
857		3
857	0	6
857	1	48
857	2	67
857	3	31
857	4	8
858		4
858	0	5
858	1	62
858	2	80
858	3	24
858	4	16
859	1	43
859	2	43
859	3	22
859	4	4
860		3
860	1	43
860	2	54
860	3	15
860	4	7
861	0	8
861	1	44
861	2	61
861	3	21
861	4	4
862	0	11
862	1	42
862	2	41
862	3	8
862	4	5
863	0	8
863	1	35
863	2	29
863	3	8
863	4	4
864	0	4
864	1	25
864	2	19
864	3	7
864	4	3
865	1	21
865	2	32
865	3	15
865	4	12
866	1	18
866	2	31
866	3	11
866	4	8
867	0	4
867	1	51
867	2	88
867	3	27
867	4	9
868		3
868	1	18
868	2	47
868	3	16
868	4	12
869	1	31
869	2	65
869	3	17
869	4	18
870	1	38
870	2	40
870	3	14
870	4	11
871	1	6
871	2	33
871	3	11
871	4	18
872		10
872	0	18
872	1	81
872	2	38
872	3	20
872	4	12
873	1	23
873	2	65
873	3	27
873	4	18
874		7
874	0	23
874	1	70
874	2	83
874	3	25
874	4	17
875		7
875	1	40
875	2	52
875	3	18
875	4	9
876	0	3
876	1	26
876	2	20
876	3	6
876	4	3
877	0	8
877	1	34
877	2	52
877	3	21
877	4	17
878		5
878	0	8
878	1	57
878	2	73
878	3	26
878	4	17
879	0	4
879	1	19
879	2	39
879	3	15
879	4	8
880		4
880	1	22
880	2	35
880	3	15
880	4	14
881	1	24
881	2	52
881	3	21
881	4	35
882	1	18
882	2	33
882	3	13
882	4	16
883	0	11
883	1	65
883	2	72
883	3	9
883	4	13
884	0	15
884	1	89
884	2	74
884	3	19
884	4	4
885	1	54
885	2	98
885	3	36
885	4	21
886		3
886	0	4
886	1	29
886	2	40
886	3	11
886	4	13
887		5
887	0	26
887	1	97
887	2	96
887	3	25
887	4	18
888	0	14
888	1	80
888	2	73
888	3	28
888	4	17
889		4
889	0	30
889	1	124
889	2	81
889	3	26
889	4	13
890	1	27
890	2	41
890	3	6
890	4	7
891		3
891	0	6
891	1	65
891	2	75
891	3	24
891	4	8
892		3
892	0	4
892	1	52
892	2	66
892	3	12
892	4	4
893	1	60
893	2	78
893	3	28
893	4	13
894	0	4
894	1	49
894	2	30
894	3	12
894	4	4
895		4
895	0	20
895	1	97
895	2	89
895	3	32
895	4	15
896	0	3
896	1	59
896	2	55
896	3	14
896	4	9
897	0	5
897	1	48
897	2	46
897	3	19
897	4	5
898	0	5
898	1	47
898	2	51
898	3	14
898	4	6
899	0	42
899	1	117
899	2	58
899	3	18
899	4	11
900	0	9
900	1	72
900	2	73
900	3	17
900	4	5
901	0	4
901	1	47
901	2	79
901	3	24
901	4	21
902	0	3
902	1	43
902	2	78
902	3	44
902	4	18
903	0	7
903	1	47
903	2	52
903	3	23
903	4	13
904		4
904	0	11
904	1	49
904	2	106
904	3	26
904	4	20
905	0	3
905	1	27
905	2	54
905	3	16
905	4	11
906	0	7
906	1	46
906	2	41
906	3	12
906	4	7
907	0	7
907	1	41
907	2	65
907	3	22
907	4	13
908		4
908	0	35
908	1	131
908	2	16
909	1	54
909	2	99
909	3	22
909	4	20
910	1	31
910	2	61
910	3	22
910	4	4
911	0	6
911	1	40
911	2	85
911	3	27
911	4	14
912	0	5
912	1	42
912	2	52
912	3	21
912	4	10
913	0	4
913	1	45
913	2	84
913	3	36
913	4	12
914	0	16
914	1	71
914	2	82
914	3	30
914	4	10
915		3
915	1	32
915	2	54
915	3	22
915	4	5
916	0	3
916	1	41
916	2	60
916	3	23
916	4	18
917	1	37
917	2	48
917	3	26
917	4	11
918	1	64
918	2	114
918	3	42
918	4	26
919	1	31
919	2	71
919	3	21
919	4	17
920		4
920	1	32
920	2	50
920	3	14
920	4	9
921	0	4
921	1	54
921	2	112
921	3	21
921	4	22
922	1	33
922	2	73
922	3	22
922	4	9
923		6
923	0	11
923	1	70
923	2	74
923	3	28
923	4	14
924	1	35
924	2	83
924	3	19
924	4	13
925		3
925	0	13
925	1	129
925	2	102
925	3	33
925	4	10
926	0	3
926	1	74
926	2	98
926	3	37
926	4	16
927	0	15
927	1	57
927	2	97
927	3	36
927	4	21
928	1	77
928	2	98
928	3	38
928	4	21
929	1	35
929	2	61
929	3	26
929	4	7
930	0	3
930	1	57
930	2	82
930	3	23
930	4	15
931		5
931	0	6
931	1	80
931	2	75
931	3	26
931	4	12
932	1	39
932	2	60
932	3	19
932	4	8
933	0	5
933	1	47
933	2	85
933	3	24
933	4	15
934		7
934	0	22
934	1	88
934	2	45
934	3	17
934	4	5
935		9
935	0	10
935	1	70
935	2	93
935	3	37
935	4	24
936	1	40
936	2	93
936	3	25
936	4	19
937		6
937	1	18
937	2	37
937	3	19
937	4	29
938		4
938	0	40
938	1	87
938	2	11
939	1	40
939	2	70
939	3	30
939	4	10
940	1	53
940	2	119
940	3	34
940	4	20
941	1	25
941	2	88
941	3	33
941	4	14
942		3
942	0	8
942	1	75
942	2	97
942	3	19
942	4	16
943	0	4
943	1	45
943	2	70
943	3	14
943	4	10
944		5
944	0	4
944	1	67
944	2	90
944	3	17
944	4	15
945	0	4
945	1	75
945	2	63
945	3	14
945	4	4
946	1	12
946	2	70
946	3	15
946	4	9
947	0	5
947	1	46
947	2	19
947	3	5
948	0	4
948	1	11
948	2	14
948	3	8
948	4	14
949	1	45
949	2	34
949	3	12
949	4	5
950	0	12
950	1	56
950	2	43
950	3	13
950	4	10
951	0	11
951	1	108
951	2	32
951	3	3
951	4	6
952	1	44
952	2	51
952	3	16
952	4	3
953		7
953	0	9
953	1	70
953	2	75
953	3	19
953	4	5
954	0	6
954	1	41
954	2	51
954	3	16
954	4	7
955	0	18
955	1	113
955	2	83
955	3	25
955	4	5
956		7
956	0	16
956	1	75
956	2	44
956	3	14
956	4	5
958		6
958	0	42
958	1	164
958	2	71
958	3	11
958	4	4
959		6
959	0	37
959	1	137
959	2	38
959	3	5
959	4	9
960		3
960	0	7
960	1	102
960	2	54
960	3	13
960	4	4
961		3
961	0	4
961	1	56
961	2	42
961	3	14
961	4	6
962		5
962	0	17
962	1	97
962	2	71
962	3	27
962	4	4
963		8
963	0	36
963	1	48
963	2	29
963	3	6
963	4	3
964	0	7
964	1	46
964	2	37
964	4	4
965	0	9
965	1	95
965	2	94
965	3	23
965	4	9
966		6
966	0	45
966	1	163
966	2	67
966	3	18
966	4	6
967		6
967	0	12
967	1	81
967	2	73
967	3	18
967	4	4
968		3
968	0	18
968	1	104
968	2	57
968	3	6
968	4	11
969		5
969	0	26
969	1	93
969	2	56
969	3	7
969	4	8
970		7
970	0	39
970	1	89
970	2	56
970	3	18
971	0	22
971	1	45
971	2	29
971	3	3
972	0	22
972	1	72
972	2	31
972	3	4
972	4	3
973		7
973	0	36
973	1	136
973	2	62
973	3	21
973	4	5
974	0	14
974	1	58
974	2	41
974	3	14
974	4	3
975		6
975	0	44
975	1	175
975	2	66
975	3	10
975	4	5
976		7
976	0	9
976	1	69
976	2	39
976	3	11
976	4	3
977		3
977	0	4
977	1	47
977	2	50
977	3	15
977	4	9
978		6
978	0	36
978	1	136
978	2	52
978	3	12
978	4	3
979		23
979	0	16
979	1	101
979	2	32
979	3	13
979	4	3
980		4
980	0	24
980	1	78
980	2	50
980	3	14
981		7
981	0	15
981	1	57
981	2	39
981	3	3
981	4	7
982	0	17
982	1	74
982	2	63
982	3	15
982	4	7
983		4
983	0	14
983	1	75
983	2	78
983	3	30
983	4	9
984	0	10
984	1	42
984	2	49
984	3	17
984	4	7
985		3
985	0	3
985	1	47
985	2	51
985	3	18
985	4	10
986	0	7
986	1	66
986	2	43
986	3	8
986	4	3
987	0	9
987	1	56
987	2	51
987	3	17
987	4	12
988		5
988	0	15
988	1	98
988	2	87
988	3	34
988	4	9
989		5
989	0	15
989	1	103
989	2	55
989	3	12
990	0	19
990	1	76
990	2	53
990	3	3
991		4
991	0	32
991	1	99
991	2	54
991	3	9
991	4	6
992		3
992	0	29
992	1	125
992	2	70
992	3	11
992	4	3
993	0	6
993	1	80
993	2	56
993	3	7
994	0	21
994	1	88
994	2	60
994	3	25
994	4	10
995		3
995	0	20
995	1	86
995	2	57
995	3	18
995	4	12
996		5
996	0	21
996	1	92
996	2	64
996	3	26
996	4	5
997	0	9
997	1	60
997	2	66
997	3	20
997	4	12
998		7
998	0	16
998	1	59
998	2	60
998	3	20
998	4	12
999	0	5
999	1	62
999	2	45
999	3	8
999	4	7
1000	0	4
1000	1	63
1000	2	67
1000	3	28
1000	4	14
1001	0	8
1001	1	39
1001	2	67
1001	3	15
1001	4	11
1002		3
1002	0	27
1002	1	111
1002	2	70
1002	3	16
1002	4	6
1003	1	40
1003	2	60
1003	3	24
1003	4	12
1004	0	11
1004	1	67
1004	2	77
1004	3	29
1004	4	12
1005	0	3
1005	1	56
1005	2	70
1005	3	20
1005	4	6
1006	0	3
1006	1	69
1006	2	106
1006	3	38
1006	4	9
1007	0	5
1007	1	46
1007	2	54
1007	3	19
1007	4	3
1008		7
1008	0	6
1008	1	70
1008	2	73
1008	3	30
1008	4	11
1009	0	4
1009	1	74
1009	2	100
1009	3	30
1009	4	22
1010		4
1010	0	9
1010	1	44
1010	2	63
1010	3	22
1010	4	9
1011	1	37
1011	2	75
1011	3	24
1011	4	10
1012	1	30
1012	2	61
